address	1.0, 18.0,                  0.0001238696890870804, 0.001053740779768177
addressed	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
addresses	1.0, 2.0,                  0.0001238696890870804, 0.00016638012312129112
addressing	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
addtional	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
adhesion	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
adm	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
adminder	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
administration	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
admitted	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
admixture	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
adobe	0.0, 12.0,                  6.19348445435402e-05, 0.0007209805335255948
adobee	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
adr	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
adrianbold	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
ads	0.0, 5.0,                  6.19348445435402e-05, 0.00033276024624258224
adult	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
adv	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
advance	4.0, 0.0,                  0.00030967422271770096, 5.546004104043037e-05
advanced	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
advantage	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
advantages	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
advertise	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
advertised	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
advertisement	0.0, 4.0,                  6.19348445435402e-05, 0.00027730020520215184
advertisements	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
advertising	0.0, 6.0,                  6.19348445435402e-05, 0.0003882202872830126
advertisments	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
advice	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
advise	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
advises	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
advocates	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
advs	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
aec	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
aeopublishing	0.0, 19.0,                  6.19348445435402e-05, 0.0011092008208086074
afeee	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
aff	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
affairs	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
affect	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
affiliate	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
affiliates	0.0, 3.0,                  6.19348445435402e-05, 0.0002218401641617215
afirst	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
afraid	1.0, 3.0,                  0.0001238696890870804, 0.0002218401641617215
africa	0.0, 10.0,                  6.19348445435402e-05, 0.0006100604514447341
after	3.0, 12.0,                  0.0002477393781741608, 0.0007209805335255948
afternoon	3.0, 1.0,                  0.0002477393781741608, 0.00011092008208086075
again	7.0, 4.0,                  0.0004954787563483216, 0.00027730020520215184
against	2.0, 1.0,                  0.0001858045336306206, 0.00011092008208086075
age	0.0, 4.0,                  6.19348445435402e-05, 0.00027730020520215184
agendas	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
agent	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
aggressive	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
aggressively	2.0, 1.0,                  0.0001858045336306206, 0.00011092008208086075
agonizing	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
agouti	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
agree	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
agreed	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
agreement	12.0, 2.0,                  0.0008051529790660225, 0.00016638012312129112
agreements	3.0, 0.0,                  0.0002477393781741608, 5.546004104043037e-05
ahead	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
aid	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
aids	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
air	3.0, 3.0,                  0.0002477393781741608, 0.0002218401641617215
airport	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
airs	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
aka	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
akkabay	0.0, 4.0,                  6.19348445435402e-05, 0.00027730020520215184
al	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
albuquerque	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
alertness	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
alex	4.0, 0.0,                  0.00030967422271770096, 5.546004104043037e-05
alexios	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
alhaji	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
all	32.0, 54.0,                  0.0020438498699368265, 0.0030503022572236703
allay	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
allen	4.0, 1.0,                  0.00030967422271770096, 0.00011092008208086075
alleviates	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
alli	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
allocate	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
allocated	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
allocating	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
allocation	5.0, 0.0,                  0.0003716090672612412, 5.546004104043037e-05
allocations	4.0, 0.0,                  0.00030967422271770096, 5.546004104043037e-05
allow	4.0, 5.0,                  0.00030967422271770096, 0.00033276024624258224
allows	2.0, 1.0,                  0.0001858045336306206, 0.00011092008208086075
almost	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
alone	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
along	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
alpra	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
already	8.0, 3.0,                  0.0005574136008918618, 0.0002218401641617215
also	24.0, 21.0,                  0.001548371113588505, 0.0012201209028894682
alternative	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
alternatively	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
although	2.0, 1.0,                  0.0001858045336306206, 0.00011092008208086075
altra	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
alum	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
always	0.0, 6.0,                  6.19348445435402e-05, 0.0003882202872830126
am	58.0, 14.0,                  0.0036541558280688714, 0.0008319006156064556
amadol	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
amazed	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
amb	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
ambien	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
amended	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
americ	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
america	12.0, 1.0,                  0.0008051529790660225, 0.00011092008208086075
american	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
amex	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
ami	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
amiable	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
amigo	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
amitava	4.0, 0.0,                  0.00030967422271770096, 5.546004104043037e-05
among	3.0, 3.0,                  0.0002477393781741608, 0.0002218401641617215
amortize	4.0, 0.0,                  0.00030967422271770096, 5.546004104043037e-05
amount	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
amounts	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
amy	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
an	20.0, 41.0,                  0.001300631735414344, 0.0023293217236980755
anal	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
analyses	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
analysis	3.0, 0.0,                  0.0002477393781741608, 5.546004104043037e-05
analyst	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
analyze	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
and	258.0, 277.0,                  0.01604112473677691, 0.015417891409239643
andrea	3.0, 0.0,                  0.0002477393781741608, 5.546004104043037e-05
angelova	4.0, 0.0,                  0.00030967422271770096, 5.546004104043037e-05
angels	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
angrily	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
anheuser	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
anita	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
annals	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
announcement	1.0, 4.0,                  0.0001238696890870804, 0.00027730020520215184
announcements	2.0, 1.0,                  0.0001858045336306206, 0.00011092008208086075
annoy	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
annoying	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
annuallouy	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
anonymise	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
anonymizer	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
anonymously	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
another	6.0, 7.0,                  0.00043354391180478136, 0.000443680328323443
answer	0.0, 5.0,                  6.19348445435402e-05, 0.00033276024624258224
answered	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
answering	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
answers	0.0, 5.0,                  6.19348445435402e-05, 0.00033276024624258224
ante	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
anticipate	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
antivirus	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
antoine	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
any	32.0, 25.0,                  0.0020438498699368265, 0.0014419610670511895
anyare	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
anyhow	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
anyone	2.0, 1.0,                  0.0001858045336306206, 0.00011092008208086075
anything	3.0, 7.0,                  0.0002477393781741608, 0.000443680328323443
anyway	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
anywhere	0.0, 3.0,                  6.19348445435402e-05, 0.0002218401641617215
anz	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
aol	2.0, 3.0,                  0.0001858045336306206, 0.0002218401641617215
apachi	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
apart	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
apoligize	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
apollo	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
apologies	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
apologize	2.0, 1.0,                  0.0001858045336306206, 0.00011092008208086075
apparently	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
appeals	0.0, 3.0,                  6.19348445435402e-05, 0.0002218401641617215
appear	4.0, 1.0,                  0.00030967422271770096, 0.00011092008208086075
appearance	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
appears	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
appetite	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
application	0.0, 4.0,                  6.19348445435402e-05, 0.00027730020520215184
applied	5.0, 0.0,                  0.0003716090672612412, 5.546004104043037e-05
apply	1.0, 3.0,                  0.0001238696890870804, 0.0002218401641617215
appreciate	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
appreciated	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
appreciation	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
approach	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
appropriate	3.0, 0.0,                  0.0002477393781741608, 5.546004104043037e-05
approval	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
approved	1.0, 4.0,                  0.0001238696890870804, 0.00027730020520215184
approximately	4.0, 0.0,                  0.00030967422271770096, 5.546004104043037e-05
aqmd	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
aqoj	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
arbitrage	4.0, 0.0,                  0.00030967422271770096, 5.546004104043037e-05
architect	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
archive	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
arcy	7.0, 0.0,                  0.0004954787563483216, 5.546004104043037e-05
are	55.0, 84.0,                  0.003468351294438251, 0.004714103488436582
area	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
areas	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
aren	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
argentine	4.0, 0.0,                  0.00030967422271770096, 5.546004104043037e-05
arizona	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
ark	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
arm	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
armstrong	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
around	3.0, 1.0,                  0.0002477393781741608, 0.00011092008208086075
arrange	2.0, 2.0,                  0.0001858045336306206, 0.00016638012312129112
arranged	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
arrangement	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
arrangements	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
arrest	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
arrival	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
art	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
arthur	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
article	0.0, 3.0,                  6.19348445435402e-05, 0.0002218401641617215
articles	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
as	54.0, 39.0,                  0.0034064164498947107, 0.0022184016416172147
ascii	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
ashburton	0.0, 3.0,                  6.19348445435402e-05, 0.0002218401641617215
asia	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
aside	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
ask	2.0, 6.0,                  0.0001858045336306206, 0.0003882202872830126
asked	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
asking	5.0, 3.0,                  0.0003716090672612412, 0.0002218401641617215
asks	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
aspermont	0.0, 3.0,                  6.19348445435402e-05, 0.0002218401641617215
assault	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
assay	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
assays	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
assembly	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
assemblyman	3.0, 0.0,                  0.0002477393781741608, 5.546004104043037e-05
assets	11.0, 1.0,                  0.0007432181345224824, 0.00011092008208086075
assignment	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
assist	0.0, 3.0,                  6.19348445435402e-05, 0.0002218401641617215
assistance	2.0, 4.0,                  0.0001858045336306206, 0.00027730020520215184
assistant	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
associate	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
association	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
assortment	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
assume	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
assuming	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
assumption	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
assure	3.0, 0.0,                  0.0002477393781741608, 5.546004104043037e-05
asthma	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
at	57.0, 66.0,                  0.003592220983525331, 0.0037158227497088346
ate	1.0, 2.0,                  0.0001238696890870804, 0.00016638012312129112
atop	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
atreus	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
attached	6.0, 0.0,                  0.00043354391180478136, 5.546004104043037e-05
attatched	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
attempt	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
attend	6.0, 1.0,                  0.00043354391180478136, 0.00011092008208086075
attendance	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
attended	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
attending	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
attention	0.0, 3.0,                  6.19348445435402e-05, 0.0002218401641617215
attest	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
attitudinal	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
attl	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
attn	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
attractive	1.0, 1.0,                  0.0001238696890870804, 0.00011092008208086075
attributable	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
audience	2.0, 7.0,                  0.0001858045336306206, 0.000443680328323443
audio	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
audit	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
australia	2.0, 7.0,                  0.0001858045336306206, 0.000443680328323443
australian	0.0, 3.0,                  6.19348445435402e-05, 0.0002218401641617215
australiasds	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
authenticity	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
author	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
authorities	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
authority	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
authorized	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
automated	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
automatically	1.0, 3.0,                  0.0001238696890870804, 0.0002218401641617215
automobile	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
availability	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
available	12.0, 9.0,                  0.0008051529790660225, 0.0005546004104043037
average	0.0, 3.0,                  6.19348445435402e-05, 0.0002218401641617215
aviation	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
avoid	3.0, 5.0,                  0.0002477393781741608, 0.00033276024624258224
avoided	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
await	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
awaking	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
aware	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
away	4.0, 5.0,                  0.00030967422271770096, 0.00033276024624258224
awesome	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
ax	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
axel	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
ay	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
azepam	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
azurix	10.0, 0.0,                  0.0006812832899789422, 5.546004104043037e-05
b	13.0, 3.0,                  0.0008670878236095627, 0.0002218401641617215
baby	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
bachelors	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
back	5.0, 16.0,                  0.0003716090672612412, 0.0009428206976873163
background	2.0, 7.0,                  0.0001858045336306206, 0.000443680328323443
backgrounds	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
backup	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
bacon	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
bacterial	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
bad	2.0, 2.0,                  0.0001858045336306206, 0.00016638012312129112
bade	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
baggage	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
bail	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
bailout	7.0, 0.0,                  0.0004954787563483216, 5.546004104043037e-05
balance	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
banging	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
bank	0.0, 4.0,                  6.19348445435402e-05, 0.00027730020520215184
banked	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
banker	2.0, 0.0,                  0.0001858045336306206, 5.546004104043037e-05
banking	3.0, 0.0,                  0.0002477393781741608, 5.546004104043037e-05
bankruptcy	12.0, 2.0,                  0.0008051529790660225, 0.00016638012312129112
bannerco	0.0, 3.0,                  6.19348445435402e-05, 0.0002218401641617215
banners	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
bannersgomlm	0.0, 6.0,                  6.19348445435402e-05, 0.0003882202872830126
bar	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
bareback	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
barely	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
bargaain	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
barnard	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
barney	3.0, 0.0,                  0.0002477393781741608, 5.546004104043037e-05
barrier	0.0, 2.0,                  6.19348445435402e-05, 0.00016638012312129112
barrow	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
base	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
based	6.0, 4.0,                  0.00043354391180478136, 0.00027730020520215184
basically	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
basis	1.0, 3.0,                  0.0001238696890870804, 0.0002218401641617215
baskets	5.0, 0.0,                  0.0003716090672612412, 5.546004104043037e-05
bauxite	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
bawled	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
bazzd	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
bc	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
bcli	1.0, 0.0,                  0.0001238696890870804, 5.546004104043037e-05
bd	0.0, 5.0,                  6.19348445435402e-05, 0.00033276024624258224
bdf	0.0, 1.0,                  6.19348445435402e-05, 0.00011092008208086075
be	90.0, 84.0,                  0.005636070853462158, 0.004714103488436582
